,Age,Sex,Interest,Clicks,Purchased
2582,51.437291566916365,F,6.0,0,0.0
2584,45.890014198521534,M,2.0,1,78.74678496912222
2585,53.03264061803086,Unclassified,5.0,0,0.0
2586,54.55980592135836,M,5.0,6,421.13251506105723
2587,36.688984278584044,Unclassified,5.0,0,0.0
2589,55.813701884418236,M,6.0,0,0.0
2590,54.996532674353595,F,2.0,0,0.0
2591,56.45081008839747,Unclassified,7.0,0,0.0
2592,19.998993321251795,Unclassified,5.0,1,0.0
2593,24.664627910122086,F,7.0,1,89.32658105436646
2594,67.09103979800784,F,7.0,2,327.8153047544192
2595,30.38091291235257,M,6.0,2,0.0
2596,48.623580734719575,Unclassified,7.0,0,0.0
2597,61.15564855198584,M,8.0,10,209.02424333022856
2598,26.565872608543643,F,2.0,2,0.0
2599,54.3111125702645,M,3.0,1,0.0
2600,17.61735002452208,M,5.0,0,0.0
2601,68.4161961910662,F,1.0,1,0.0
2603,68.75439198070404,F,2.0,3,565.9554908236321
2604,50.613463105635425,F,6.0,6,629.634171162941
2605,24.492757659438432,F,2.0,0,0.0
2606,45.034283011457326,M,6.0,2,89.44985130584519
2607,64.52919835798272,F,5.0,0,0.0
2608,46.931370347208336,M,3.0,0,0.0
2609,21.76713203684687,M,7.0,0,0.0
2610,68.62627679191002,F,3.0,1,0.0
2611,39.176899524026595,M,8.0,6,435.56578409532216
2612,58.66885004663718,Unclassified,5.0,0,0.0
2613,17.351810773760963,F,3.0,0,0.0
2614,60.936272682109525,F,1.0,0,0.0
2615,42.16250291946453,F,3.0,1,133.8796949718895
2616,36.99036715936643,M,10.0,3,425.60183561437645
2617,48.31446888641608,F,4.0,2,98.73114024231688
2618,67.8368119712739,M,3.0,1,0.0
2619,30.976508269349925,F,6.0,0,0.0
2620,69.92964987641113,M,5.0,3,0.0
2621,31.616391829308395,M,6.0,2,293.7636609547361
2622,48.249068554191716,F,3.0,0,0.0
2623,68.35292641872655,F,2.0,0,0.0
2624,69.32909924899255,Unclassified,4.0,1,46.166723696693374
2625,16.61292433246465,F,2.0,2,12.341918670948044
2628,32.72643525479144,F,1.0,0,0.0
2629,69.99191634509663,M,6.0,1,0.0
2630,66.65226460677007,F,9.0,3,0.0
2631,26.542215297163686,Unclassified,9.0,0,0.0
2632,57.27192277353692,Unclassified,8.0,3,141.45352159781964
2633,26.710391915162283,Unclassified,9.0,1,213.28075115251295
2634,33.674073365456806,F,4.0,2,0.0
2636,24.79693653217717,Unclassified,7.0,0,0.0
2638,61.97715791128211,F,1.0,0,0.0
2639,51.8998891063732,M,9.0,4,302.25921133463777
2640,16.408950148162482,F,10.0,2,0.0
2641,17.038043873540452,F,3.0,0,0.0
2643,34.182621926404764,Unclassified,5.0,1,86.67358589326518
2645,61.81491688334864,Unclassified,2.0,0,0.0
2646,62.64584309956882,M,4.0,1,60.93205208174866
2647,67.36251160676932,F,8.0,1,94.0625053733355
2648,37.351823583877774,Unclassified,9.0,1,0.0
2649,46.355074057386076,F,4.0,1,0.0
2650,12.54061859497451,F,8.0,1,90.62246264135919
2651,9.825772889711587,F,7.0,3,142.85417294955957
2653,24.91528595713182,M,5.0,0,0.0
2655,31.590633148878617,F,4.0,0,0.0
2656,56.990553072741896,F,9.0,4,0.0
2657,33.8827484151159,Unclassified,7.0,1,174.85508663598944
2658,66.63567530393745,F,3.0,2,201.273908707378
2659,29.543874250127768,F,7.0,1,0.0
2660,25.172815922304743,M,6.0,3,0.0
2661,43.49362472084833,M,6.0,3,0.0
2662,29.039955718243675,F,4.0,0,0.0
2663,53.55600232107104,M,4.0,1,0.0
2665,36.17961531513295,Unclassified,4.0,1,0.0
2666,45.13146664915765,F,3.0,2,213.57465500901066
2667,19.314542868480334,M,7.0,4,0.0
2668,33.09652305802048,F,5.0,6,0.0
2669,48.15950040464251,F,6.0,1,0.0
2670,62.61082545434309,F,3.0,0,0.0
2674,44.41608609129022,M,9.0,2,0.0
2675,24.873375704832196,M,7.0,3,0.0
2676,47.66145527376271,Unclassified,7.0,2,141.03987968835747
2677,35.282855039610325,F,7.0,2,220.84126127706497
2678,40.19356448094875,F,4.0,0,0.0
2679,48.59851325440515,F,3.0,1,102.90490938126132
2680,29.567083056082538,Unclassified,1.0,1,0.0
2681,45.838776452388444,Unclassified,4.0,0,0.0
2682,43.853781710142236,M,1.0,0,0.0
2683,36.49010177614339,F,4.0,0,0.0
2685,42.91375880193972,F,7.0,0,0.0
2686,28.7987598818801,Unclassified,8.0,1,0.0
2688,41.137201223180064,Unclassified,4.0,1,255.04500782369635
2689,35.36808849633391,M,4.0,2,306.1857181915275
2690,61.26951046237068,F,3.0,0,0.0
2691,37.510074765228225,F,5.0,2,0.0
2693,58.274008732069774,M,1.0,1,36.923124283986695
2694,26.229116688242964,M,9.0,7,0.0
2695,40.521030817946276,F,8.0,1,0.0
2696,23.822114698856126,Unclassified,6.0,0,0.0
2697,41.672722605382575,Unclassified,3.0,0,0.0
2698,22.567139915001263,M,3.0,0,0.0
2699,62.84860097523318,Unclassified,3.0,0,0.0
2701,41.84398779676827,Unclassified,9.0,0,0.0
2702,39.832220753650866,M,9.0,1,91.32631810477295
2704,63.28784669484428,Unclassified,8.0,0,0.0
2705,28.061275301761277,Unclassified,8.0,1,0.0
2706,40.63812542132441,Unclassified,4.0,0,0.0
2707,68.04759754862512,F,1.0,2,0.0
2708,37.70634410418194,M,5.0,0,0.0
2709,24.97851209305888,M,10.0,5,359.1531134916837
2711,23.513245458125557,M,7.0,5,0.0
2712,34.094166467234764,M,9.0,5,709.7436326746198
2714,15.611416335881454,F,8.0,0,0.0
2717,31.520449435869075,F,6.0,0,0.0
2718,57.692037243094745,F,2.0,3,0.0
2719,38.16126205113248,Unclassified,6.0,1,0.0
2720,43.21229926199406,Unclassified,5.0,2,0.0
2721,20.215325950065523,F,2.0,2,0.0
2722,50.21644271999356,Unclassified,5.0,1,141.28333278222692
2725,40.299995166984765,Unclassified,6.0,2,0.0
2726,35.01041111516556,F,3.0,1,114.95234151779691
2727,50.969455548920386,Unclassified,5.0,3,0.0
2729,18.711003426393,F,8.0,5,250.57804886843456
2730,53.948893977507886,M,8.0,3,206.15731000900237
2731,57.86875034823918,Unclassified,8.0,1,111.16451081206895
2732,11.860344566979533,F,8.0,1,156.31022069489518
2733,52.68113141151694,F,2.0,1,49.99186245044356
2734,55.024379028886685,Unclassified,3.0,1,97.82031137899325
2736,17.240343567510287,F,3.0,0,0.0
2737,63.858583656422304,M,7.0,4,0.0
2739,20.82514452510688,F,2.0,0,0.0
2740,30.006283629768493,F,2.0,1,0.0
2741,15.053553251053831,M,6.0,0,0.0
2743,67.61081468928566,Unclassified,8.0,1,43.56741537818457
2744,24.243056496719962,Unclassified,6.0,1,43.55850555309212
2745,24.890391119626567,F,9.0,5,527.751338312843
2746,56.656334277722124,F,8.0,1,79.08859455399929
2747,47.88358726927293,M,7.0,1,0.0
2748,53.740087750240534,M,5.0,2,66.04043348098541
2749,57.63817016115879,F,1.0,0,0.0
2750,28.968925405438707,Unclassified,6.0,0,0.0
2751,57.89901202188607,M,9.0,1,40.97544986437663
2752,58.93969477234472,F,6.0,3,183.54385875743563
2754,63.776067325491056,M,5.0,2,0.0
2755,45.78725411031137,M,5.0,2,0.0
2756,65.05320600501076,Unclassified,4.0,1,51.325903762102946
2757,20.021646424239506,F,6.0,0,0.0
2759,49.134805398311585,Unclassified,7.0,1,171.0511247445438
2760,64.55889452544986,F,2.0,1,258.5743357659458
2761,67.82161352238688,M,5.0,2,0.0
2762,62.01469445684675,M,5.0,1,117.6675700613432
2763,64.22150622502129,Unclassified,3.0,0,0.0
2765,64.52749236550349,M,3.0,1,164.93285449178205
2766,20.619935344672577,Unclassified,4.0,0,0.0
2768,28.103368070101773,M,8.0,6,437.6336948510863
2769,60.045060496457474,F,6.0,2,0.0
2770,31.669914071232515,M,6.0,0,0.0
2771,18.48285648281258,F,6.0,2,0.0
2772,17.496008358330542,F,6.0,7,268.7723135370099
2774,60.99567933319997,Unclassified,4.0,0,0.0
2775,57.02307003106692,F,3.0,2,0.0
2776,27.166374608632395,M,3.0,0,0.0
2777,31.724757227639625,F,5.0,2,0.0
2778,21.121182099297958,F,5.0,0,0.0
2779,18.61598216434823,Unclassified,7.0,1,25.822908190307214
2780,35.3201010283805,F,7.0,0,0.0
2782,39.40495099846011,F,3.0,0,0.0
2783,67.68916140441976,Unclassified,4.0,2,67.81344919268508
2784,73.36695491223738,Unclassified,7.0,2,0.0
2785,21.15008634830934,M,4.0,0,0.0
2786,31.519479193398315,F,2.0,1,0.0
2787,49.87884554142243,F,5.0,0,0.0
2788,38.739247449327316,Unclassified,3.0,1,0.0
2789,50.53187811461473,F,4.0,0,0.0
2790,54.18259781170608,M,7.0,2,195.227237996123
2792,41.52520721848349,M,6.0,1,0.0
2793,56.65072955384769,Unclassified,6.0,1,0.0
2794,57.717293544272074,F,7.0,1,14.283936119303082
2795,60.57193876711605,Unclassified,2.0,0,0.0
2797,35.52702517754263,F,6.0,0,0.0
2798,16.530311905931036,F,4.0,1,71.79355972029776
2799,27.70798773827251,Unclassified,3.0,1,0.0
2801,63.622670589724336,M,3.0,1,0.0
2803,67.04154742815857,F,5.0,0,0.0
2804,47.54463028193246,Unclassified,4.0,0,0.0
2805,49.71290548935489,M,7.0,4,344.5377422450871
2807,23.540517425743218,M,6.0,2,88.31170840627587
2808,61.09083839336925,F,8.0,1,187.30273776685374
2809,56.449783921100966,F,4.0,2,50.8666866106331
2811,27.817935719427012,F,5.0,0,0.0
2812,30.805186922491284,F,10.0,3,0.0
2813,29.61783167175518,M,8.0,2,0.0
2814,54.27644179229199,F,5.0,0,0.0
2819,24.861706024572275,M,3.0,1,114.59228008304885
2821,49.078287534793354,F,5.0,3,219.55509478310287
2823,20.619804461469144,F,8.0,5,292.07992318703253
2824,55.17492613910913,F,4.0,1,0.0
2825,28.776762488327606,F,3.0,2,177.04187712438886
2826,31.34598128208847,Unclassified,3.0,0,0.0
2828,28.96422805197408,F,4.0,1,0.0
2829,24.050773467618384,F,7.0,2,169.18880435139664
2830,66.76850952575651,F,5.0,0,0.0
2831,33.75009517155179,M,7.0,2,0.0
2832,49.854772247295244,Unclassified,7.0,0,0.0
2833,60.066425393606984,F,6.0,3,596.6304889373383
2834,37.923293794309195,Unclassified,7.0,1,0.0
2835,31.05180459643223,F,8.0,2,330.4222213034722
2837,51.748047526262745,M,8.0,1,64.38200857830294
2838,29.9210187318182,F,1.0,0,0.0
2840,29.16194393958399,F,5.0,1,20.043504968126836
2841,50.87157593311732,F,4.0,2,0.0
2842,24.156455988438882,F,7.0,3,161.4886044264942
2843,24.752487147010243,F,7.0,8,908.4073454363676
2845,56.19863552136886,Unclassified,9.0,2,145.41087992523214
2846,68.49048871655401,M,3.0,0,0.0
2847,20.49680907981579,M,7.0,0,0.0
2848,67.66823991447211,Unclassified,3.0,0,0.0
2849,66.44054878263793,Unclassified,6.0,2,0.0
2851,23.58049582252913,M,5.0,0,0.0
2853,67.64718003083922,M,2.0,0,0.0
2855,65.26133579158252,Unclassified,6.0,1,0.0
2856,49.35253767155547,Unclassified,7.0,0,0.0
2858,49.70446458591015,M,7.0,1,19.533042980387986
2860,58.450106730523636,F,3.0,0,0.0
2862,55.94851675919419,M,10.0,1,0.0
2863,32.95028926849916,F,7.0,1,64.07097625387779
2866,47.248163299570614,F,5.0,2,300.48842574792656
2867,27.50390805036042,Unclassified,4.0,0,0.0
2869,33.559304791792854,M,6.0,3,419.7585817868955
2870,24.54916535017407,F,9.0,5,0.0
2871,30.176437554967073,F,3.0,4,0.0
2872,58.97763625456035,M,10.0,7,507.54730912792434
2873,53.27255137533967,F,4.0,1,0.0
2876,65.49883315123014,F,3.0,0,0.0
2877,53.58450906290916,Unclassified,5.0,1,88.89359535283586
2878,20.842107684917515,Unclassified,4.0,0,0.0
2879,30.211714301611963,F,5.0,1,87.7373138994725
2882,42.31662658250422,F,7.0,1,154.08966053613779
2883,66.72320800885635,Unclassified,8.0,1,0.0
2884,45.742721478371415,M,3.0,0,0.0
2885,24.7942125637042,M,9.0,0,0.0
2886,69.88129387947657,Unclassified,9.0,2,322.49303919308807
2887,37.309571978303886,M,4.0,1,84.11202802138257
2888,26.89220351425487,M,5.0,0,0.0
2889,50.051277469517345,M,3.0,1,20.494294835086077
2890,76.34322922571329,M,5.0,2,45.44634954193282
2891,25.16256002003509,F,5.0,0,0.0
2893,66.18003754726985,F,2.0,0,0.0
2894,39.12830170605646,Unclassified,6.0,0,0.0
2895,45.12225240889384,F,4.0,0,0.0
2896,55.79100239639209,M,5.0,0,0.0
2897,38.11179366545553,M,1.0,0,0.0
2898,46.554488596892966,M,8.0,4,237.65009134759856
2899,48.866960179783824,Unclassified,9.0,2,0.0
2900,57.54200125670002,Unclassified,7.0,1,0.0
2901,37.65275621872289,Unclassified,7.0,0,0.0
2902,45.04275474880218,F,6.0,0,0.0
2903,45.507586096492,Unclassified,9.0,2,113.12606969534988
2904,60.88895622568193,Unclassified,9.0,1,40.22082673525375
2907,47.42021590945569,Unclassified,8.0,1,25.865050468067125
2909,42.32936326847466,Unclassified,3.0,0,0.0
2910,32.46328132957231,M,5.0,2,0.0
2911,39.54654134347027,M,9.0,3,197.55851274605197
2912,46.17236742262772,Unclassified,4.0,2,42.37629728664765
2913,34.70873303969893,F,5.0,1,241.2921467193567
2914,49.32091011036461,Unclassified,8.0,0,0.0
2915,43.6724951490407,Unclassified,8.0,2,314.92029720556695
2916,26.444928311053246,Unclassified,3.0,1,245.1742159701309
2918,20.262631176897198,F,6.0,3,0.0
2919,56.94180073874648,F,7.0,2,104.66994023851464
2920,60.597269460637776,M,5.0,3,0.0
2921,19.205092106327005,F,7.0,1,59.5905709993502
2922,44.22920268280242,Unclassified,2.0,2,122.70165576645417
2923,63.719163726671795,M,9.0,4,0.0
2926,49.332920886796344,F,5.0,2,0.0
2927,62.32927763631651,F,4.0,3,0.0
2928,53.03905636266881,F,3.0,2,0.0
2930,29.814855760008705,M,7.0,3,0.0
2931,20.54975205231048,F,8.0,3,0.0
2933,57.266118823897514,M,7.0,3,239.84828709541617
2934,15.27709694562273,F,4.0,1,109.07101691631053
2936,46.543831556338596,M,6.0,3,105.90640937188569
2937,25.4550926152127,M,4.0,0,0.0
2939,19.193644545956555,F,5.0,0,0.0
2940,39.655944265584125,M,5.0,2,0.0
2941,38.9272124967643,F,7.0,2,78.01156199236823
2942,49.0818729277681,Unclassified,6.0,3,0.0
2943,51.641458300708315,Unclassified,6.0,1,37.240872717113646
2945,51.52099476459289,F,2.0,0,0.0
2947,54.70247170268883,M,3.0,2,0.0
2951,48.26446370906578,F,7.0,3,467.5698876429856
2952,57.19814630988729,F,3.0,2,0.0
2953,49.20173279034603,F,6.0,3,257.13072173433596
2954,49.75365897847887,M,6.0,1,48.185412091855675
2955,52.75620239812691,Unclassified,6.0,1,0.0
2956,43.79291548363576,F,9.0,4,0.0
2957,45.11988575949744,M,10.0,4,374.1953034265387
2958,48.789991909584344,M,8.0,1,154.82972915925134
2961,43.4101858371218,F,2.0,2,83.44353544397399
2962,22.68988575091548,F,7.0,1,80.76494977560517
2963,38.662241836804775,M,8.0,7,398.73608130208885
2964,48.19406389106306,F,7.0,6,611.7049606212724
2965,50.44670087450159,Unclassified,3.0,1,11.432713966458689
2966,54.098468240109646,Unclassified,2.0,0,0.0
2970,31.562179565787,Unclassified,2.0,0,0.0
2971,47.989695475070505,F,5.0,1,0.0
2972,26.58413358329278,F,7.0,0,0.0
2973,55.39098436976996,M,3.0,2,111.48100127290053
2974,45.195255947258005,M,7.0,0,0.0
2975,37.34475081657941,M,9.0,6,472.96486589873643
2976,32.99715485815612,Unclassified,4.0,0,0.0
2977,60.70818837177412,F,5.0,0,0.0
2978,43.299669211551674,M,8.0,5,632.7432793878893
2981,72.91697722250824,F,1.0,1,77.00189260030784
2983,57.94419236282218,M,8.0,2,81.80211965687388
2984,67.06749115592523,Unclassified,9.0,0,0.0
2985,44.27214893109921,F,4.0,3,421.30661600297447
2987,52.85034897651823,Unclassified,2.0,0,0.0
2988,66.28974472054313,M,4.0,2,0.0
2989,37.14379179693684,F,10.0,3,304.896568064486
2990,53.7188463052425,M,9.0,3,228.20014055134962
2992,46.14577902258896,M,5.0,0,0.0
2994,40.021448428177855,M,8.0,1,0.0
2995,62.54337267095303,F,7.0,3,0.0
2996,63.93287088307476,F,3.0,2,424.58116989381574
2997,43.981955483127685,Unclassified,6.0,2,0.0
2998,36.184109932483935,F,7.0,1,0.0
2999,14.017134975994498,Unclassified,4.0,0,0.0
3002,41.75471146855372,F,1.0,2,312.62358529487204
3003,19.761141627219573,Unclassified,10.0,1,0.0
3005,36.24377023536662,Unclassified,3.0,0,0.0
3006,15.624008769587217,Unclassified,8.0,1,50.79343536756096
3008,38.84384539316711,Unclassified,8.0,0,0.0
3009,70.44810355621411,Unclassified,7.0,2,141.69828107818574
3010,49.3167496178341,F,3.0,2,180.11358617934857
3011,42.81651131688887,M,1.0,1,61.402225570064616
3014,58.894565671298786,Unclassified,2.0,1,113.15469773325705
3015,66.14561639465435,Unclassified,2.0,0,0.0
3016,34.83046637096885,F,7.0,0,0.0
3020,44.12995265894309,Unclassified,4.0,0,0.0
3021,43.57201725533225,M,8.0,4,311.7262188790381
3026,59.553894463936736,F,6.0,2,51.53958701048278
3027,39.715621707636004,F,9.0,2,137.88289064639056
3028,46.29516122657668,Unclassified,4.0,0,0.0
3029,63.1387186106677,M,7.0,6,329.91861828882975
3031,40.849882960557466,F,5.0,3,0.0
3033,40.26657098957007,F,4.0,1,168.54739281628113
3034,48.93964663633202,M,9.0,5,263.09502740106063
3036,40.83580001711159,Unclassified,7.0,1,198.00556940594112
3037,28.97916296213976,Unclassified,8.0,2,81.5485070632428
3038,59.053710035290344,F,3.0,0,0.0
3039,32.907591658578156,M,2.0,2,109.90172065130037
3040,32.54592571202198,Unclassified,4.0,0,0.0
3041,69.81571304229908,Unclassified,2.0,1,28.485922806420216
3043,28.997439297709455,F,7.0,1,197.67869214285463
3044,55.69567861818206,M,5.0,0,0.0
3045,46.911211704006796,F,2.0,1,16.023025738325988
3048,26.38314460647552,Unclassified,8.0,0,0.0
3050,48.564963701178534,F,6.0,4,431.0541583652037
3051,45.21611312147921,F,2.0,1,49.810109909688364
3052,38.112630420467546,Unclassified,7.0,1,0.0
3053,54.28918268648385,Unclassified,6.0,0,0.0
3054,29.301276381225524,F,7.0,5,279.56974830257855
3055,54.98554310943754,F,7.0,7,625.083299717892
3056,35.498713911358436,M,7.0,2,0.0
3057,69.62594826806907,M,8.0,2,57.91034098039424
3058,51.95868354074807,M,7.0,2,118.06547013206955
3059,34.84833003754636,F,7.0,3,389.40358242501077
3060,61.99878691752131,M,8.0,4,108.62639700451899
3061,62.929435640625904,Unclassified,2.0,0,0.0
3064,38.62408518915044,M,9.0,5,400.1830545567844
3065,24.668539661735466,F,3.0,1,0.0
3066,26.72073006124964,M,3.0,2,167.8559478950875
3067,72.33096290116721,F,2.0,2,0.0
3068,53.53423940887902,Unclassified,2.0,1,9.828222135722633
3069,35.913581913197376,F,2.0,2,0.0
3070,37.53332846825376,F,5.0,1,0.0
3071,62.33978965975353,F,7.0,0,0.0
3072,28.432692953789633,Unclassified,8.0,2,131.10615457818457
3073,27.163572416837432,F,8.0,1,41.30788332243804
3074,63.0740044943287,Unclassified,3.0,2,94.98465725344997
3075,19.698770742109737,M,3.0,2,0.0
3076,22.063233961390164,F,4.0,1,0.0
3077,38.70625580156974,F,2.0,0,0.0
3078,44.96317448527632,F,7.0,0,0.0
3079,54.879419328857615,F,6.0,1,0.0
3080,34.33235923097614,F,2.0,1,0.0
3082,20.843699798732363,M,5.0,1,80.44897753622669
3083,47.17782748540782,F,6.0,3,273.2636667716337
3085,66.07255066528637,M,9.0,7,0.0
3086,22.444943798930048,M,5.0,2,75.56481045875142
3087,61.94419213504076,Unclassified,5.0,1,201.59042777209933
3088,32.95246340565034,Unclassified,9.0,2,64.58329704520477
3089,38.65160864602514,F,6.0,2,0.0
3091,47.14575773778141,Unclassified,3.0,0,0.0
3092,61.301727228231435,M,7.0,6,0.0
3094,28.384886870612934,Unclassified,8.0,1,0.0
3095,49.499082045202535,Unclassified,3.0,0,0.0
3096,53.606578783524256,F,6.0,2,180.9658506717072
3097,37.5669545696301,F,4.0,0,0.0
3099,33.31835689110162,F,7.0,5,0.0
3100,56.81920972364488,F,7.0,0,0.0
3102,69.25199049265882,F,3.0,3,188.41593415884552
3103,56.716462406106615,F,2.0,1,48.12596639828431
3105,25.67939979427209,F,7.0,1,0.0
3107,61.08376413862137,Unclassified,8.0,2,0.0
3108,54.15923883022033,F,3.0,1,19.47330947106119
3110,50.60953064928852,Unclassified,6.0,1,0.0
3112,54.64404247144425,F,6.0,1,0.0
3113,37.64428832674744,M,2.0,3,249.86917424625744
3114,54.61169649285811,F,6.0,5,0.0
3115,42.747140853160666,M,8.0,1,0.0
3116,16.93469690527843,F,7.0,4,84.90471628125738
3117,58.398819906341586,F,7.0,2,0.0
3119,28.395144577773696,Unclassified,7.0,0,0.0
3121,63.89658287646094,Unclassified,7.0,1,144.64810437995544
3122,20.348889735572754,Unclassified,2.0,0,0.0
3124,23.49321506937658,F,6.0,2,138.21982174419801
3125,18.990664222433608,Unclassified,7.0,2,210.85967382897314
3126,45.05156241584492,F,7.0,2,184.37313756583833
3127,24.23446355756636,F,5.0,1,0.0
3129,50.83190450234887,F,7.0,5,0.0
3131,71.16047560419153,M,3.0,0,0.0
3133,26.457390631447403,F,2.0,0,0.0
3134,67.11287821306229,M,2.0,0,0.0
3135,47.4864600048615,M,8.0,2,0.0
3136,31.83165589189621,M,7.0,4,329.290098645248
3137,31.186093464780416,F,4.0,0,0.0
3139,45.17662812535446,F,2.0,1,0.0
3140,56.030651698393,F,3.0,3,45.60552461003334
3142,26.203615461739584,M,9.0,6,0.0
3143,39.776534021287674,M,8.0,0,0.0
3144,45.746161358661254,M,3.0,0,0.0
3146,40.798961708484,M,9.0,11,1144.768173904847
3147,32.37124492918593,F,2.0,1,0.0
3148,41.11023411664987,Unclassified,8.0,1,146.3718293085319
3150,22.3084340608375,F,7.0,2,433.68462230897416
3151,49.88743192397933,Unclassified,8.0,1,60.01549248556722
3152,45.51300292946193,M,5.0,3,206.2309388154296
3153,32.98121255205001,Unclassified,7.0,0,0.0
3154,35.96850840283345,F,8.0,2,0.0
3156,37.38779913081075,Unclassified,4.0,2,0.0
3157,68.44691858188521,F,3.0,1,140.99876899432414
3158,59.163626001490464,F,6.0,4,0.0
3160,48.27146062755136,M,4.0,0,0.0
3161,25.187832884206905,F,7.0,1,109.34216747209356
3163,47.51374109151502,M,3.0,0,0.0
3165,56.703269344294206,M,6.0,0,0.0
3167,60.80440503335335,F,7.0,1,0.0
3168,49.59045042869293,F,2.0,0,0.0
3169,42.87370704526841,Unclassified,3.0,2,108.97836423988544
3170,14.42534819990005,M,6.0,3,144.2551191806439
3171,22.417956808816143,M,5.0,2,201.90255591787817
3172,61.621777622630034,F,2.0,2,0.0
3173,51.83713210063746,Unclassified,7.0,1,0.0
3174,42.752113004059936,Unclassified,2.0,1,64.18389550986271
3176,20.295918573485018,Unclassified,8.0,2,30.075064942440328
3177,48.411941964952106,F,2.0,0,0.0
3178,37.46298349065445,M,3.0,0,0.0
3179,51.81003882686131,Unclassified,8.0,1,77.02933982443197
3180,49.764381298478014,M,8.0,2,160.46515622118102
3181,61.5806012353381,F,3.0,1,307.6971326010044
3182,59.94684025591718,Unclassified,7.0,0,0.0
3183,18.995750696793827,Unclassified,4.0,0,0.0
3185,28.23126797333415,F,4.0,3,295.3399886878885
3186,31.257085697064383,Unclassified,8.0,0,0.0
3187,26.80774118835158,F,8.0,0,0.0
3188,63.27302376655662,F,5.0,2,305.12597581612505
3189,21.995248142397266,F,4.0,2,0.0
3190,43.28391174757398,F,3.0,0,0.0
3191,56.728094264872844,F,6.0,1,0.0
3192,22.136058838313627,F,4.0,1,0.0
3194,32.190373923076166,F,9.0,5,0.0
3195,59.184445126858684,F,10.0,3,0.0
3196,37.60300397434669,M,5.0,2,110.30962451899099
3197,42.5903874474909,F,4.0,2,0.0
3198,24.37414769555103,M,7.0,3,205.46605827583613
3199,30.191474668378806,F,6.0,3,448.7009840146075
